work_key,title,authors,first_publish_year,subjects,description,cover_url,source
/works/OL5978496W,Vīṇṭeṭuppukaḷ,P. P. Raveendran,2006,History and criticism; Malayalam literature,Articles on 20th century Malayalam literature.,,subject:malayalam_literature
/works/OL5978493W,Nāṭanpāṭṭil ninnu nāṭakattilēkkȧ,El̲umat̲t̲ūr Rājarājavarma,2002,History and criticism; Malayalam literature,Articles on modern Malayalam literature.,,subject:malayalam_literature
/works/OL6896107W,Sāhityasamaraṅṅaḷ,K. Bhaskara Pillai,1970,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL6996009W,"Ātmāvent̲e, kināvu nint̲e",A. C. Sabu,1972,Malayalam literature,,,subject:malayalam_literature
/works/OL6997520W,Bhāvōllāsaṃ,"Aśōkan, Ke.",1973,Don Cossacks; History; History and criticism; Kathakali; Malayalam literature,"Articles on Malayalam literature, Indian classical music, Kathakali, Don Cossacks, etc.",,subject:malayalam_literature
/works/OL6997682W,Prahasanamāla,"Rāmanpilla, Si. Vi.",1973,Malayalam literature,,,subject:malayalam_literature
/works/OL6997683W,Upanyāsaṅṅaḷilūṭe,T. R. Rāmannampūtirippāṭȧ,1973,Bibliography; History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL6997963W,Vaḷarttu makan,"Vazuthacaud, G. Rajan",1968,Malayalam literature,,,subject:malayalam_literature
/works/OL6228313W,Bhāvukatvaṃ 21-āṃ nūt̲t̲āṇṭil,Ji Madhusūdanan,2006,History and criticism; Malayalam literature,Articles on contemporary Malyalam literature.,,subject:malayalam_literature
/works/OL6312328W,Purōgamana sāhityattint̲e paripr̲ēkṣyaṃ,"Dēvadās, Em. Es.",1978,History and criticism; Malayalam literature; Progressivism in literature,,,subject:malayalam_literature
/works/OL6313649W,Sāhitīkaṭākṣaṃ,P. K. Naṛayana Pillai,1964,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL6996324W,Vakatirivȧ,Akavoor Narayanan,1972,Malayalam literature,,,subject:malayalam_literature
/works/OL7084715W,Sāhitīsaurabhaṃ,Ambalapuzha Ramavarma,1968,Malayalam literature,,,subject:malayalam_literature
/works/OL7131902W,Kut̲t̲asammatam,Uṇṇikriṣṇan Putūr,1970,Malayalam literature,,,subject:malayalam_literature
/works/OL7820793W,I. Eṃ. Esint̲e svapnaṃ,Bi Rājīvan,2000,Art in literature; History and criticism; Malayalam literature,"On the influence of a communist leader from Kerala, India, on art, culture, and Malayalam literature.",,subject:malayalam_literature
/works/OL7821397W,Bhāviyuṭe bhāvana,Raghunāthan Par̲aḷi,2008,History and criticism; Malayalam literature,Readings in 20th and 21st century Malayalam literature.,,subject:malayalam_literature
/works/OL7821398W,Darśanaṅṅaḷuṭe mahāvipinaṃ,Raghunāthan Par̲aḷi,2000,History and criticism; Malayalam literature,Articles on Malayalam literature.,,subject:malayalam_literature
/works/OL7824878W,Maunattint̲e sargakānti,"Uṇṇikr̥ṣṇan, Vi. Ke.",2000,History and criticism; Malayalam literature,Collection of articles on Malayalam literature.,,subject:malayalam_literature
/works/OL7327110W,Daccukāruṭe nāṭṭil,"Kaimal, Es. Es.",1971,Malayalam literature; Travelogue,,,subject:malayalam_literature
/works/OL7194784W,Jūliyan,Damodaran Pillai P.,1967,Malayalam literature,,,subject:malayalam_literature
/works/OL6656022W,Navaraśmi,Ambalapul̲a Rāmavarma,1968,Malayalam literature,,,subject:malayalam_literature
/works/OL9083011W,Malayaliyute ratrikal,Ke. Si Narayanan,2001,Malayalam literature; History and criticism,,,subject:malayalam_literature
/works/OL9083017W,Desiyatakalum sahityavum,I. Vi Ramakrsnan,2001,Malayalam literature; History and criticism; Nationalism in literature,,,subject:malayalam_literature
/works/OL9087925W,"Ate akasam, ate bhumi",Ti. Pi Rajivan,2001,Malayalam literature; History and criticism,,,subject:malayalam_literature
/works/OL5872642W,Karutt kāruṇyaṃ kalāpaṃ,Eṃ Kuṭṭikr̥ṣṇan,2005,History and criticism; Malayalam literature,Essays on 20th century Malayalam litereture.,,subject:malayalam_literature
/works/OL7193570W,Sindhī sāhitya jo itihāsa,Murlīdhar . Jeṭlī,1972,History and criticism; Sindhi literature; Malayalam literature; Book reviews,,,subject:malayalam_literature
/works/OL7327037W,Kallȧ,Ji Vivēkānandan,1970,Malayalam literature,,,subject:malayalam_literature
/works/OL7195019W,Nirūpakadṛṣtiyil,"Śr̄īdharan, Si. Pi.",1972,Malayalam literature,,,subject:malayalam_literature
/works/OL6791672W,Mudrakaḷ,"Cer̲iyān Kol̲uvallūr, Em. Ke.",1971,History and criticism; Malayalam literature,Articles on Malayalam literature.,,subject:malayalam_literature
/works/OL24004164W,En. Vi. Kr̥ṣṇavāriyar,Ke Gōpālakr̥ṣṇan,2005,Malayalam Authors; Biography; Malayalam Poets; Editors; Malayalam literature; History and criticism,"On life and works of En. Vi. Kr̥ṣṇavāriyar, 1917-1989, Malayalam author, poet, and editor.",,subject:malayalam_literature
/works/OL24036447W,Kuñcanciriyuṭe raṇṭāṃvarav,Vi Sukumāran,2006,Malayalam literature; History and criticism,Articles on 20th century Malayalam literature.,,subject:malayalam_literature
/works/OL23939125W,Kalāpattinte̲ uttaraṅṅaḷ,Eṃ. En Vijayan,2004,Malayalam literature; History and criticism,"Interviews with Eṃ. En. Vijayan, Malayalam literary critic chiefly on 20th century Malayalam literature.",,subject:malayalam_literature
/works/OL24079143W,Saṅghasāhityaṃ,Vi. Ke. En,2007,Correspondence; Malayalam Authors; Publishers and publishing; Malayalam literature; History and criticism,"Letters by Vi. Ke. En., b. 1939, Malayalam author, to Eṃ. Ke. Mādhavannāyar, his publisher; chiefly on 20th century Malayalam literature.",,subject:malayalam_literature
/works/OL23994001W,Bahuvacanaṃ,Jōs Vemmēli,2005,Malayalam literature; History and criticism,Essays on contemporary Malayalam literature.,,subject:malayalam_literature
/works/OL23994009W,Cumaril citr̲amel̲utumpōḷ,Eṃ. En Vijayan,2005,Malayalam literature; History and criticism,Essays on 20th century Malayalam literature.,,subject:malayalam_literature
/works/OL22343850W,Ākhyānattint̲e jīvitaṃ,I. Pi Rājagōpālan,2012,History and criticism; Malayalam literature,Articles on 20th century Malayalam literature.,,subject:malayalam_literature
/works/OL2318699W,Kavitayuṭe bhāvi,Jōrj Irumpayaṃ,1968,History and criticism; Malayalam poetry; Poetry; Malayalam literature,Essays on the history and philosophy of poetry.,,subject:malayalam_literature
/works/OL2318705W,Sāhitya sāmūhya vimarśanaṅṅaḷ,Jōrj Irumpayaṃ,1990,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL23180201W,Si. Pi. Acyutamēnōnt̲e nirūpaṇaṅṅaḷ,"Acyutamēnōn, Si. Pi.",1989,Malayalam literature; 20th century; History and criticism,,,subject:malayalam_literature
/works/OL2309643W,Akavūrint̲e lōkaṃ,Akavūr Nārāyaṇan,2002,History and criticism; Malayalam literature,Articles on Malayalam literature.,,subject:malayalam_literature
/works/OL23025745W,"Vyakti, samūham, sāhityaṃ",,1986,Criticism; History and criticism; Malayalam literature,"Contributed articles, most on Malayalam literature and literary criticism.",,subject:malayalam_literature
/works/OL23091249W,Kalākēḷi,S. K. Nayar,1985,Performing arts; History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL2322140W,"Ke. Pi. Appan, jīvitavuṃ cintayuṃ",Maṇarkāṭ Mātyu,2008,Interviews; Critics; History and criticism; Malayalam literature,Autobiographical interview with a Malayalam literary critic.,,subject:malayalam_literature
/works/OL23281566W,Purōgamana sāhityaprasthānaṃ Malayalattil,Je. Bi Mōhan,2014,Malayalam literature; History and criticism; Literary movements,Study of secular literary collectives of Malayalam authors in Kerala.,,subject:malayalam_literature
/works/OL23281570W,Saṃskritiyuṭe viṇṭeṭuppukaḷ,E. Eṃ Uṇṇikr̥ṣṇan,2014,Malayalam literature; History and criticism,Essays on Malayalam literature.,,subject:malayalam_literature
/works/OL22839634W,Kaṭammaniṭṭakkālaṃ,Ke. Es Ravikumār,2015,Malayalam Authors; History and criticism; Malayalam literature,Articles on Malayalam 20th century authors and their works.,,subject:malayalam_literature
/works/OL22769831W,Kēraḷavarmmayuṭe teraññeṭutta gadyakr̥tikaḷ,Kēraḷavarmma,1980,Malayalam literature,,,subject:malayalam_literature
/works/OL23607858W,Malayālasāhityacaritr̲aṅṅaḷ,,1994,History and criticism; Congresses; Malayalam literature,Papers presented at a seminar at Trivandrum on the history of Malayalam literature.,,subject:malayalam_literature
/works/OL23700657W,Ādhunikānantara sāhityasamīpanaṅṅaḷ,Bi Rājīvan,1996,History and criticism; Malayalam literature,Collection of essays on contemporary developments in Malayalam literary criticism.,,subject:malayalam_literature
/works/OL23492625W,Teraññeṭutta pr̲abandhaṅṅaḷ,"Dēvadās, Eṃ. Es.",1991,Malayalam literature; History and criticism; Progressivism in literature,"Selected articles, most on progressivism in contemporary Malayalam literature.",,subject:malayalam_literature
/works/OL23455152W,Teraññeṭutta pr̲abandhaṅṅaḷ,Kuṭṭikr̥ṣṇamārār,1990,Malayalam literature; History and criticism,,,subject:malayalam_literature
/works/OL23456154W,Sāhityagavēṣaṇavuṃ vimarśanavuṃ,En Sāṃ,1990,Malayalam literature; History and criticism; Abstracts; Dissertations; Academic Dissertations; University of Kerala,,,subject:malayalam_literature
/works/OL23633468W,Gāndhijiyuṃ Malayāḷa sāhityavuṃ,Pi. Ke Paramēśvaran Nāyar,1993,In literature; Malayalam literature; History and criticism,"Contributed articles on the representation of Mahatma Gandhi's philosophy in Malayalam literature, presented at a seminar to remember Pi. Ke. Paramēśvaran Nāyar, 1903-1988, on his 4th death anniversary.",,subject:malayalam_literature
/works/OL23568697W,Sāhityapr̲abhavaṃ,,1993,History and criticism; Congresses; Malayalam literature,"Proceedings of a seminar on Malayalam literature, organized by Iṭappaḷḷi Sāhityasamājaṃ and held at Edappalli, Kerala in 1927.",,subject:malayalam_literature
/works/OL23774137W,Saṃskāramukuḷaṃ,Ke. Ke Rāhulan,2000,Essays; Malayalam literature,Authors compilation of miscellaneous essays earlier published in various dailies; brought out on the occasion of his 70th birthday.,,subject:malayalam_literature
/works/OL23741031W,"Malayāḷanirūpaṇaṃ, ādhunikaghaṭṭaṃ",Pi. Ke Paramēśvaran Nāyar,1998,Malayalam literature; History and criticism; Congresses,"Papers presented at a seminar in memory of P.K. Parameswaran Nayar, a literary critic; comprises articles on Malayalam literature.",,subject:malayalam_literature
/works/OL23741233W,Kēraḷakavita '99,Ayyappappanikkar,1999,Malayalam poetry; Malayalam literature; History and criticism,Collection of poems by various authors; includes few articles on Malayalam literature.,,subject:malayalam_literature
/works/OL23792979W,"Ṭi. Ār., vākkuṃ vāl̲vuṃ",,2002,Criticism and interpretation; Malayalam literature; History and criticism,"Memorial volume in honour of Ṭi. Ār., 1944-2000, Malayalam author; also includes articles on his works and Malayalam literature.",,subject:malayalam_literature
/works/OL23793709W,Sargasāgaraṃ,,2002,Malayalam literature,Stories and poems by Malayalam authors from United States.,,subject:malayalam_literature
/works/OL23882632W,Haritanirūpaṇaṃ Malayāḷattil,Ji Madhusūdanan,2002,Malayalam literature; History and criticism,Contributed articles on modern Malayalam literature.,,subject:malayalam_literature
/works/OL23882635W,Sāhitī vicintanaṃ,Mātyu Ḍāniyal,2001,Malayalam literature; History and criticism,Contributed articles on modern Malayalam literature.,,subject:malayalam_literature
/works/OL23281567W,Pratirōdha saṃskarāṃ,I. Ke Sīna,2014,Malayalam literature; History and criticism; Social psychology and literature; Feminism and literature,"Social psychology, feminism, and counter culture in Malayalam literature.",,subject:malayalam_literature
/works/OL22896602W,Kālidāsanuṃ Malayāḷakavitayuṃ,Indirā Bālacandran,2014,History and criticism; Malayalam literature,On influnces of Kalidasa in Malayalam poetry.,,subject:malayalam_literature
/works/OL23378397W,Nīti tēṭunna vākkȧ,Eṃ. En Kāraśśēri,2013,Malayalam literature; History and criticism; Malayalam Authors,Chiefly essays on Malayalam literature and Malayalam authors.,,subject:malayalam_literature
/works/OL23283944W,Oru mithyayuṭe bhāvi,Ṭi. Ke Rāmacandran,2013,Malayalam literature; History and criticism; Intellectuals; Secularism in literature,Secularism and public culture in late 20th century Kerala; a study based on Malayalam literature.,,subject:malayalam_literature
/works/OL23283945W,Aṭayālaṃ,Ke. Ji Raghunāth,2013,Malayalam literature; History and criticism; Kerala Shithya Samithi,"History of Kerala Shithya Samithi, a Malayalam writers collective.",,subject:malayalam_literature
/works/OL23267356W,Samakālamalayāla sāhityaṃ,"K. M. George, En Sāṃ",2014,Malayalam literature,"Contributed articles on Modern Malayalam literature; festschrift for K.M. George, Malayalam critic.",,subject:malayalam_literature
/works/OL2319291W,"Baṣīr, kālattint̲e kanal",Pi Mīrākkuṭṭi,1998,History and criticism; Malayalam literature,"Critical study on the works of Vaikom Muhammad Basheer, a Malayalam author.",,subject:malayalam_literature
/works/OL2310258W,Oru miniyēccarpr̲apañcaṃ,"Vāriyar, Pi. E.",1968,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL2310259W,Svairavihāraṃ,"Vāriyar, Pi. E.",1983,History and criticism; Malayalam literature,"Articles, most on Malayalam literature.",,subject:malayalam_literature
/works/OL23217892W,Vaṃśacihnanṅṅaḷ,Si. Ār Paramēśvaran,2012,Malayalam literature; History and criticism; Malayalam Authors,Articles on modern Malayalam literature and authors.,,subject:malayalam_literature
/works/OL23217940W,Anubhavaṅṅaḷe ārkkāṇu pēṭi?,I. Vi Rāmakr̥ṣṇan,2012,Malayalam literature; History and criticism; Language and languages,Articles on Malayalam literature.,,subject:malayalam_literature
/works/OL2319290W,Atyantādhunika nirūpaṇaṃ,Pi Mīrākkuṭṭi,1982,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL2319292W,Itaḷukaḷ,Pi Mīrākkuṭṭi,1971,Malayalam literature,Collection of essays on Malayalam literature.,,subject:malayalam_literature
/works/OL2319891W,Lēkhanamañjari,Ṭi Rāmaliṅgampiḷḷa,1928,History and criticism; Malayalam literature,Essays on Malayalam literature.,,subject:malayalam_literature
/works/OL2319914W,Svadēśābhimāniyuṭe granthanirūpaṇaṅṅaḷ sāhityalēkhanaṅṅaḷ,"Rāmakr̥ṣṇapiḷḷa, Ke.",1991,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL23090967W,E. Pi. Pi. yuṭe pr̲abandhaṅṅaḷ,"Nampūtiri, E. Pi. Pi.",1987,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL2309912W,Caritr̲attint̲e sāntvanaṃ,E. Ṭi Mōhanrāj,1997,History and criticism; Malayalam literature,Critical essays on Malayalam literature.,,subject:malayalam_literature
/works/OL2322489W,Vākkile samūhaṃ,I. Vi Rāmakr̥ṣṇan,1997,History and criticism; Malayalam literature,Articles on Malayalam literature.,,subject:malayalam_literature
/works/OL2312199W,Hāsyaṃ nōvalśilppattil,"Vēṇugōpannāyar, Es. Vi.",1997,Criticism and interpretation; History and criticism; Malayalam literature,Articles on the works of 19th and 20th century Malayalam authors.,,subject:malayalam_literature
/works/OL2308598W,Arthāntaraṅṅaḷ,M. Leelavathy,2006,History and criticism; Malayalam literature,Articles on 20th century Malayalam literature.,,subject:malayalam_literature
/works/OL2308606W,Mūlyasaṅkalpaṅṅaḷ,M. Leelavathy,1991,History and criticism; Social values in literature; Malayalam literature,,,subject:malayalam_literature
/works/OL2308608W,Satyaṃ śivaṃ sundaraṃ,M. Leelavathy,1989,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL23103790W,Womanwriting = manreading?,J. Devika,2013,"Malayalam literature; History and criticism; Women authors; Women in literature; Malayalam literature, history and criticism; Malayalam; Frauenliteratur; Literarisches Leben; Patriarchat; Sexismus",,,subject:malayalam_literature
/works/OL23180615W,Iṭaśśēriyuṭe pr̲abandhaṅṅaḷ,Iṭaśśēri Gōvindannāyar,1988,Malayalam literature; Criticism and interpretation,,,subject:malayalam_literature
/works/OL23181222W,"World Conference on Malayalam, Kerala Culture and Development, 1977, University of Kerala, Trivandrum",,1977,Civilization; Congresses; Malayalam literature; History and criticism; Social conditions,,,subject:malayalam_literature
/works/OL22324669W,Atijīvikkunna vākkȧ,Ke. Bi Pr̲asannakumār,2011,History and criticism; Malayalam literature,Studies on 20th century Malayalam literature.,,subject:malayalam_literature
/works/OL22324819W,Str̲ī jīvitaṃ,Pi. Ke Gōpan,2013,Interviews; Women authors; Women and the arts; Malayalam literature,Interviews with women writers of Kerala.,,subject:malayalam_literature
/works/OL22343595W,Dūrakkāl̲cakaḷ,Asīs Taruvaṇa,2012,Interviews; History and criticism; Malayalam literature,"Interviews with Malayalam literary critic, M.N. Vijayan.",,subject:malayalam_literature
/works/OL22463522W,Gadyagaṅga,Puttēl̲attu Rāmamēnōn,1968,Malayalam literature,,,subject:malayalam_literature
/works/OL22463533W,Kairaḷīparimaḷaṃ,Dakshiṇa Bhārata Hindī Pracāra Sabhā,1966,Malayalam literature,,,subject:malayalam_literature
/works/OL22463780W,Kōlāya,Akkittaṃ,1971,Literature; Malayalam literature; History and criticism,"Articles on literature, chiefly Malayalam.",,subject:malayalam_literature
/works/OL22479297W,Pr̲abhātasāhiti,"Narayana Pillai, P. K.",1970,Malayalam literature,,,subject:malayalam_literature
/works/OL22524209W,Malayāḷa sāhityacaritr̲aṃ,Veṭṭaṃmāṇi,1971,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL22676726W,"Samasta Kēraḷa Sāhitya Pariṣatt, Koṭuṅṅallūr sammēḷana (35-āṃ vārṣika) suvanīr",Pi. Ke Gōpālakr̥ṣṇan,1975,History and criticism; Congresses; Malayalam literature,,,subject:malayalam_literature
/works/OL22771136W,Kēraḷasāhityacaritr̲acarcca,Chemmanam Chacko,1978,History and criticism; Congresses; Malayalam literature,,,subject:malayalam_literature
/works/OL22771146W,Teraññeṭutta pr̲abandhaṅṅaḷ,Cir̲aykkal Ṭi Bālakr̥ṣṇan Nāyar,1981,Malayalam literature; History and criticism,,,subject:malayalam_literature
/works/OL22324595W,Nirūpakant̲e Kr̲istu,Jijōy,2009,In literature; Malayalam literature; History and criticism,"Influence of Jesus Christ in the writings of Ke. Pi. Appan, Malayalam critic; a study.",,subject:malayalam_literature
/works/OL22324632W,"Dēśaṃ, dēśi, mārgga",Eṃ. Bi Manōj,2011,History and criticism; History in literature; Malayalam literature,Studies in Malayalam literature.,,subject:malayalam_literature
/works/OL2600518W,Ji. En. Piḷḷayuṭe prabandhaṇṇaḷ,"Piḷḷa, Ji. En.",1996,History and criticism; Malayalam literature,Articles chiefly on Malayalam literature.,,subject:malayalam_literature
/works/OL2600524W,Ālōcanāmr̥taṃ,Mathew Ulakamthara,1971,Malayalam literature,,,subject:malayalam_literature
/works/OL2603574W,Kēraḷavarmma pr̲abhāṣaṇaṅṅalilūṭe,Tikkur̲iśśi Gaṅgādharan,1995,History and criticism; Malayalam literature,"Study on the speeches delivered by Kēraḷavarmma, 1844-1917, Malayalam and Sanskrit scholar.",,subject:malayalam_literature
/works/OL2598580W,Amērikkayile Malayāḷa sāhityacarit̲aṃ,Jorj Maṇṇikkarōṭṭȧ,2005,"Authors, Malayalam; Biography; History and criticism; Malayalam Authors; Malayalam literature",History of Malayalam literature in United States; includes brief biographical profiles of Malayalam authors settled in U.S.,,subject:malayalam_literature
/works/OL1051197W,Kēraḷīyatayuṃ mat̲t̲uṃ,P. Kesavan Balakrishnan,2004,History and criticism; Malayalam literature,Articles predominantly on 20th century Malayalam literature.,,subject:malayalam_literature
/works/OL1051199W,Māyātta sandhyakaḷ,P. Kesavan Balakrishnan,1978,History and criticism; Malayalam literature,,,subject:malayalam_literature
/works/OL1051277W,Cumarile citr̄aṅṅaḷ,"Sānu, Eṃ. Ke.",1971,Malayalam literature,,,subject:malayalam_literature
/works/OL1051279W,Ent̲e val̲iyampalaṅṅaḷ,"Sānu, Eṃ. Ke.",2004,History and criticism; Malayalam literature,Articles on 20th century Malayalam literature.,,subject:malayalam_literature
/works/OL1075825W,Herbēr̲iyaṃ,Āṣāmēnōn.,1987,Critics; History and criticism; Biography; Malayalam literature,,,subject:malayalam_literature
/works/OL1075826W,Kaliyugāraṇyakaṅṅaḷ,Āṣāmēnōn.,1982,Malayalam literature,,,subject:malayalam_literature
/works/OL1075827W,Khālsayuṭe jalasmr̥ti,Āṣāmēnōn.,2003,History and criticism; Malayalam literature,Articles on Malayalam literature.,,subject:malayalam_literature
/works/OL1075829W,Parāgakōśaṅṅaḷ,Āṣāmēnōn.,1997,History and criticism; Malayalam literature; Ecology in literature,Articles on ecology as presented in Malayalam literature.,,subject:malayalam_literature
/works/OL1075830W,Payasvini,Āṣāmēnōn.,1999,History and criticism; Malayalam literature; Ecology in literature,"Collection of essays on ecology, as presented in Malayalam literature.",,subject:malayalam_literature
/works/OL1075831W,Ōṣōvint̲e nīlañarmp,Āṣāmēnōn.,2007,History and criticism; Influence; Malayalam literature,Reflections on Osho's philosophy; includes a brief discussion of its infuence in 20th century Malayalam literature.,,subject:malayalam_literature
/works/OL1075853W,Kur̲imānaṃ,"Kāraśśēri, Eṃ. En.",1987,Social life and customs; History and criticism; Malayalam literature; Caste,Articles on 20th century Malayalam literature including Moplah dialect and caste discrimination and hypocrisy in social life in Kerala.,,subject:malayalam_literature
/works/OL1075854W,Ālōcana,"Kāraśśēri, Eṃ. En.",1995,History and criticism; Malayalam literature,Articles on Malayalam literature.,,subject:malayalam_literature
/works/OL1075857W,Āruṃ koḷuttātta viḷakkȧ,"Kāraśśēri, Eṃ. En.",2001,History and criticism; Malayalam literature,Critical essays on Malayalam literature.,,subject:malayalam_literature
/works/OL1075858W,Saṃsāraṃ,"Kāraśśēri, Eṃ. En.",2003,History and criticism; Malayalam literature,Transcript of interviews with three Malayalam writers and a literary critic; chiefly about Malayalam literature.,,subject:malayalam_literature
/works/OL1072238W,Ot̲t̲ayānmāruṭe val̲i,Vatsalan Vātuśśēri,2001,Criticism and interpretation; History and criticism; Malayalam literature,"Collection of critical articles on the works of Kumaran Asan, 1873-1924, Vaikom Muhammad Basheer, b. 1910, Kamala Das and Sugatakumāri, b. 1934.",,subject:malayalam_literature
/works/OL1052528W,Purōgamana sāhityacintakaḷ,E. K. Nayanar,1990,"Progressivism in literature; History and criticism; Philosophy, Marxist in literature; Malayalam literature; Marxist in literature Philosophy",,,subject:malayalam_literature
/works/OL1052529W,Sāhityakāran ētu cēriyil?,E. K. Nayanar,1988,Social aspects; Malayalam literature; Literature and society; Social aspects of Malayalam literature,,,subject:malayalam_literature
/works/OL1052549W,Caritr̲atte niṅṅaḷkkoppaṃ kūṭṭuka,"Appan, Ke. Pi.",2008,Criticism; History and criticism; Malayalam literature,Selected essays on Malayalam literature by an acclaimed critic.,,subject:malayalam_literature
/works/OL1059385W,Studies in comparative literature,G. John Samuel,1977,"Comparative Literature; Dravidian and English; English and Dravidian; English literature; History and criticism; Literature, Comparative; Malayalam literature; Tamil literature",,,subject:malayalam_literature
/works/OL1052552W,Innalekaḷile anvēṣana pariśōdhanakaḷ,"Appan, Ke. Pi.",2000,Critics; History and criticism; Biography; Malayalam literature,Autobiography of a Malayalam literary critic; also includes articles on Malayalam literature.,,subject:malayalam_literature
/works/OL1052553W,Kalahavuṃ viśvāsavuṃ,"Appan, Ke. Pi.",1984,History and criticism; Malayalam literature,"Studies on 20th century Malayalam literature, literary criticism, and critics.",,subject:malayalam_literature
/works/OL1052555W,Kṣōbhikkunnavaruṭe suviśēṣaṃ,"Appan, Ke. Pi.",1993,History and criticism; Malayalam literature,"Articles, most on 20th century Malayalam literature and literary criticism.",,subject:malayalam_literature
/works/OL1052558W,Pēnayuṭe samaramukhaṅṅaḷ,"Appan, Ke. Pi.",1995,History and criticism; Malayalam literature,Viewpoints on contemporary Malayalam literature and literary criticism; articles.,,subject:malayalam_literature
/works/OL1052559W,Pr̲akōpanaṅṅaḷuṭe pustakaṃ,"Appan, Ke. Pi.",2008,Intelluctal life; Malayalam literature; History and criticism,Essays on Malayalam literary culture by an outstanding critic.,,subject:malayalam_literature
/works/OL1052561W,Samayapr̲avāhavuṃ sāhityakalayuṃ,"Appan, Ke. Pi.",1995,History and criticism; Time in literature; Malayalam literature,On the concept of time as depicted in Malayalam literature; a study.,,subject:malayalam_literature
/works/OL1052562W,Tiraskāraṃ,"Appan, Ke. Pi.",1996,History and criticism; Malayalam literature,Articles on Malayalam literature.,,subject:malayalam_literature
/works/OL1052563W,Varakaḷuṃ varṇṇaṅṅaḷuṃ,"Appan, Ke. Pi.",1992,History and criticism; Malayalam literature,"Articles, most on 20th century Malayalam literature.",,subject:malayalam_literature
/works/OL1052564W,Vivēkaśāliyāya vāyanakkārā,"Appan, Ke. Pi.",2002,History and criticism; Malayalam literature,Critical essays on Malayalam literature.,,subject:malayalam_literature
/works/OL1053240W,Ādhunikōttaratayuṭe Kēraḷīya parisaraṃ,"Pōkkar, Pi. Ke.",1996,Postmodernism (Literature); History and criticism; Malayalam literature,Articles on postmodernism in Malayalam literature.,,subject:malayalam_literature
/works/OL1053241W,"Varṇabhēdaṅṅaḷ, pāṭhabhēdaṅṅaḷ","Pōkkar, Pi. Ke.",1999,History and criticism; Malayalam literature,Articles on Malayalam literature.,,subject:malayalam_literature
/works/OL1053242W,Kar̲uppint̲e saundaryaśāstr̲aṃ,"Kuññahammad, Ke. I. En.",1999,History and criticism; Malayalam literature; Aesthetics,Criticism on Malayalam literature and subaltern aesthetics.,,subject:malayalam_literature
/works/OL1053243W,Tīpiṭicca ātmāvukaḷkk orāmukhaṃ,"Kuññahammad, Ke. I. En.",1986,History and criticism; Marxist criticism; Malayalam literature,"Viewpoints, most on 20th century Malayalam literature and literary criticism.",,subject:malayalam_literature
/works/OL1053262W,"Nī satyaṃ, ñānaṃ, ānandaṃ","Ōmanakkuṭṭan, Si. Ār.",2008,"Biography; Authors, Malayalam; Malayalam Authors; Dalit authors; Malayalam literature; Environmental conditions",Autobiographical essays by a Malayalam author and activist.,,subject:malayalam_literature
/works/OL1050831W,Navayātr̲akaḷ,Sukumār Alikkōṭạ,1998,Religion; Civilization; Malayalam literature; History and criticism,"Collection of articles on Malayalam literature, religion, culture in India and with special reference to Kerala.",,subject:malayalam_literature
/works/OL1083860W,Kuḷiccallēnnȧ par̲aññālentā?,"Kāraś́śēri, Eṃ. En.",1999,History and criticism; Malayalam literature,Collection of essays on Malayalam literature.,,subject:malayalam_literature
/works/OL11698771W,Antappāyiyuṭēyuṃ Muṇṭaśśēriyuṭēyuṃ sāhityapakṣapātaṅṅaḷ,Ke Śaṅkaranuṇṇi,2006,History and criticism; Malayalam literature,"On literary criticism of Si. Antappāyi, 1862-1936, and Jōsaph Muṇṭaśśēri, 1903-1977, Malayalam literary critics.",,subject:malayalam_literature
/works/OL13623669W,I. Eṃ. Essint̲e ātmīya lōkaṃ,Ji. Vi Appukkuṭṭan Nāyar,2008,History and criticism; Malayalam literature; Communism and literature; Marxist criticism; Theory,"On the literary criticism of E.M.S. Namboodiripad, Marxist and critic.",,subject:malayalam_literature
/works/OL13650971W,Dalit paṭhanaṃ,Pr̲adīpan Pāmpirikunnȧ,2007,Dalits; Ethnic identity; Dalits in literature; History and criticism; Self-presentation; Malayalam literature,"Studies in Dalit identity and self-presentation in Kerala, India; partly based on Malayalam literature.",,subject:malayalam_literature
/works/OL1037921W,"Mātā Amr̥tānandamayi, bhāgyavatiyuṃ nirbhāgyavatiyuṃ",Sakkar̲iya,1999,Politics and government; Religion; History and criticism; Malayalam literature,"Collection of articles on Malayalam literature, includes few on religion and politics in India.",,subject:malayalam_literature
